image,image_id,speaker_id,gender,duration,sample_rate,audio_format,recording_lang,native_lang,bem_transcription,eng_translation
107_2,6563243819.jpg,11,male,7.781,16000,vnd.wave,bem,bem,Cipalile ukweba ati ba mushika nyimbo baleimba kuntashi ya bantu,It seems they are musicians performing in front of people.
107_3,6563243819.jpg,12,male,10.073,16000,vnd.wave,bem,bmb,Nyimbo nshi baleimba? Bushe kuti baba ni bakemba ba nyimbo mu ncende yama pepo?,What songs are they singing? could they be performers in a church?
107_4,6563243819.jpg,11,male,6.965,16000,vnd.wave,bem,bem,Ee cipalile kwati baleimba mwitempele lya mapepo,Yes they are performing inside a church.
108_0,2454923455.jpg,11,male,5.127,16000,vnd.wave,bem,bem,Shikulu bantu nasendama pamupando panse,A man is sleeping on a couch outside.
108_1,2454923455.jpg,12,male,12.387,16000,vnd.wave,bem,bmb,imisendamine yakwa shikulu bantu uyu tailemoneka iyaibela. Bushe ilifye bwino olo taleumfwa bwino iyo nalwala,"The way he is sleeping seems alittle off, could he just be sleeping or is he unwell?"
108_2,2454923455.jpg,11,male,10.413,16000,vnd.wave,bem,bem,Iyo nakalya teti cishibikwe but ishi mipando bekala nga naunaka wafuma mukubomba ,"That's unknown, but these are chairs people sit on when they are tired after working."
108_3,2454923455.jpg,12,male,10.164,16000,vnd.wave,bem,bmb,"Apa pancende aikele uyu apo eletushisha, bushe ninungama ukutila ukuti paba ni pan'ganda yakwe?","This place is where he is resting, am I right to say this is his place?"
108_4,2454923455.jpg,11,male,7.055,16000,vnd.wave,bem,bem,Namulungama ni kunuma ya ng'anda yakwe.,"Yes, you are right, this is behind his house."
109_0,3472331684.jpg,11,male,10.05,16000,vnd.wave,bem,bem,Umwana umukashana aleangala kunuma ya ng'anda,A young girl is playing behind the house.
109_1,3472331684.jpg,12,male,6.647,16000,vnd.wave,bem,bmb,Finshi ifi ifyaputika ifileikata umwana umukashana uyo?,What are these things blown things the child is playing with?
109_2,3472331684.jpg,11,male,9.574,16000,vnd.wave,bem,bem,Fintu fye baputa ifyakuwamishafye incende ilemoneka iyabukata,These are just blown decorations to make this place look beautiful.
109_3,3472331684.jpg,12,male,6.874,16000,vnd.wave,bem,bmb,"Ngotu tumbi utulemoneka utwabuta pa ncende iyi ine , bushe kuti twaba twanshi?","What of these white things, what could they be?"
109_4,3472331684.jpg,11,male,8.802,16000,vnd.wave,bem,bem,Tuntu bamupangile utulepululuka mu mulu utwakuti aleangala asendwe amano,They use them them to make amusing things that fly high to amuse a crowd
10_0,4766164677.jpg,11,male,6.76,16000,vnd.wave,bem,bem,Umukashana no mulumendo baletolokela mu menshi.,A man and a lady are diving into water
10_1,4766164677.jpg,12,male,7.509,16000,vnd.wave,bem,bem,Umukashana uyu naimya amaboko ale nomba ninshi cinshi engemisha amaboko?,The lady has stretched her hands out why is it so?
10_2,4766164677.jpg,11,male,10.368,16000,vnd.wave,bem,bem,Emishe amaboko pamulandu wa kuti alefwaya ukutolokela apali.,It is because she is trying to jump to the ground
10_3,4766164677.jpg,12,male,6.738,16000,vnd.wave,bem,bem,Amenshi yalemoneka ayafiituluka. Bushe mumana uukulu olo mumana uunono?,"The water seems a little dark, is this sea huge or small?"
10_4,4766164677.jpg,11,male,12.614,16000,vnd.wave,bem,bem,"Eco yalemonekala ayafitulukila nikumulandu wa kweba ukuti libemba ili, menshi nayafula.",The water looks like this because this sea is very big
110_0,66077389.jpg,11,male,8.598,16000,vnd.wave,bem,bem,Bakafundisha bali nabana balebafunda ukwimya amaboko  mu muulu.,An instructor is with his students teaching them to raise their hands
110_1,66077389.jpg,12,male,12.387,16000,vnd.wave,bem,bmb,Bushe ukwimya kwamaboko uku mafunde aya? Nangula cilemoneka kwati nababapanika abaice.,Is lifting hands a rule or has he punished them?
110_2,66077389.jpg,11,male,8.235,16000,vnd.wave,bem,bem,Iyo nakalya tababapanike nga namumona kafundisha uuli kunuma yabo kulya alemwentula.,No he hasn't punished them because there's another instructor behind smiling.
110_3,66077389.jpg,12,male,12.319,16000,vnd.wave,bem,bmb,Ninshi bengalabafunda ifyakwimya amaboko bushe ni kwisukulu uku bali nolo kwangala fye baleangala,Why would he be teaching them to lift their hands? Are they in school or are they just playing?
110_4,66077389.jpg,11,male,9.347,16000,vnd.wave,bem,bem,Ni kusukulu bali endita ee. Balebafunda ukulatota pa kwimba.,"They are in school of course, he is teaching them to clap as they sing"
111_0,3060537675.jpg,11,male,5.581,16000,vnd.wave,bem,bem,Umwana umulumendo ale-angala mumusebo.,A little boy is playing on the road
111_1,3060537675.jpg,12,male,11.661,16000,vnd.wave,bem,bmb,Bushe cinshi ekelepo umwana umulumendo uyu pantu cilemoneka kwati ali pa mwela.,What is he seated on? he seems to be suspended on air
111_2,3060537675.jpg,11,male,7.237,16000,vnd.wave,bem,bem,Iyo nakalya tali pa mwela nakwata eco aleshelemukapo.,"No he isn't suspended on air at all, he is sliding on something"
111_3,3060537675.jpg,12,male,9.211,16000,vnd.wave,bem,bmb,Nomba ninshi afulile isheti muncende iyaisuka so?,Then why is he shirtless in an open place?
111_4,3060537675.jpg,11,male,8.984,16000,vnd.wave,bem,bem,Afulile ishati ku mulandu wakweba ati nakukaba akasuba nakapya.,It is because it's very hot and sunny 
112_0,4692226909.jpg,11,male,7.827,16000,vnd.wave,bem,bem,Abakashana batatu bale-enda mumbali ya musepo mupepi nama shopu.,Three ladies are walking on the road side close to some shops
112_1,4692226909.jpg,12,male,11.026,16000,vnd.wave,bem,bmb,NOT PLAYING,NOT PLAYING 
112_2,4692226909.jpg,11,male,10.027,16000,vnd.wave,bem,bem,Balelola ku restranti uko balaya balile icakulya ca bushiku.,They are heading to a restaurant to have supper 
112_3,4692226909.jpg,12,male,10.436,16000,vnd.wave,bem,bmb,Umukashana uyu uushalilile panuma alemoneka kwati alependa ifintu muminwe bushe ni ndalama shilya?,The lady behind seems to be counting something is that money?
112_4,4692226909.jpg,11,male,10.731,16000,vnd.wave,bem,bem,Ee kuti caba balependa impiya ukweba ati beshibe umutengo wa fyakulya balaya bakwanishe.,"Yes, it should be, they are trying to see how much they will spend on food"
113_0,4738563006.jpg,11,male,6.783,16000,vnd.wave,bem,bem,Umukashana alemwentula mukwikata icisabi icikalamba.,A lady is smiling as she is about to touch a big fish
113_1,4738563006.jpg,12,male,,16000,vnd.wave,bem,bmb,Bushe lisabi lya shani ili ilyakula ifi ukulalingana no muntu kwaliba isabi lya so?,"What sort of fish is this that is as huge as a person, does such fish exist?"
113_2,4738563006.jpg,11,male,7.759,16000,vnd.wave,bem,bem,"Endita, e eko lyaba isabi ilikalamba elyo lyena talimoneka moneka.",Yes it does though it's rare.
113_3,4738563006.jpg,12,male,11.661,16000,vnd.wave,bem,bmb,Umukashana wine alemoneka uwa nsansa ilyo aleikata icisabi bushe bukulu bwa cisabi bulemupapusha ubwalenga asangalale?,"She looks very happy touching the fish, is she amazed by the size and that's why she's happy?"
113_4,4738563006.jpg,11,male,8.848,16000,vnd.wave,bem,bem,"Ee, ecilelenga nacimupesha amano ukumona icisabi eco alingene nankwe umubili.",Yes she's amazed to see a fish as big as her self.
114_0,5004253043.jpg,11,male,8.031,16000,vnd.wave,bem,bem,Bashi tata nabana mayo bali abamwentula.,Some men and ladies are smiling. 
114_1,5004253043.jpg,12,male,5.49,16000,vnd.wave,bem,bmb,Cinshi bekete aba bashitata na banamayo muminwe?,What are they holding in their hands?
114_2,5004253043.jpg,11,male,10.98,16000,vnd.wave,bem,bem,Bekete imfuti ishakwangasha isha menshi.,They have some toy guns they are playing with
114_3,5004253043.jpg,12,male,7.872,16000,vnd.wave,bem,bmb,Ngefi ifilemoneka ifya buta nokubekabeka pama beya yabo?,What of those white and shiny things on their shoulders?
114_4,5004253043.jpg,11,male,13.567,16000,vnd.wave,bem,bem,Ifyo ifyabuta bekwete fikete kwilaya ilyo bafwele ilyo babomfya pa kwangala ubwangalo ubo bwine.,The white things are stuck to their dresses that they are using to play this game
115_0,349889354.jpg,11,male,6.534,16000,vnd.wave,bem,bem,Umuntu alesamba no bwato mu menshi.,A person is playing with a boat on water
115_1,349889354.jpg,12,male,10.958,16000,vnd.wave,bem,bmb,"Ibemba lya menshi ili lilemoneka iluku, bushe talyamuse umuntu uyu nokumwibisha?","The sea looks huge, won't the person drown?"
115_2,349889354.jpg,11,male,11.752,16000,vnd.wave,bem,bem,Iyo nakalya balikanshiwa pakuya mukusamba kwi bemba lya menshi yamusango ulya.,"No, they are able to swim for them to go to such a huge sea"
115_3,349889354.jpg,12,male,7.691,16000,vnd.wave,bem,bmb,so ninshi umuntu uyu aleumfwa fye bwino ukulayangala pali bemba lya menshi ili?,Does this mean that he is happy to be playing in such water?
115_4,349889354.jpg,11,male,7.94,16000,vnd.wave,bem,bem,"Endita, e eco elileko nimusangala, ukwangala pe bemba line ili .","Yes, that's why he is here to play in the sea."
116_0,192786590.jpg,11,male,7.191,16000,vnd.wave,bmb,bem,Nabwinga nashibwinga bafuma muceci mukupalwa icupo cabo.,A bride and a groom are from having their wedding blessed in a church 
116_1,192786590.jpg,12,male,9.347,16000,vnd.wave,bem,bmb,Shibwinga na nabwinga uyu bali abansansa bushe emukuti baliitemwana sana?,"They seem so happy, are they in love?"
116_2,192786590.jpg,11,male,9.324,16000,vnd.wave,bmb,bem,"Endita ee, eco bopanine ni kumulandu wakuti balitemwana icine cine.","Yes of course, that's why they have gotten married."
116_3,192786590.jpg,12,male,8.553,16000,vnd.wave,bem,bmb,Ngoku ukuboko ukuli pamolu wa ka shibwinga uyu mwati ukuti kwaba kuboko kwaba nani? ,"What of the hand over the groom, whose is it?"
116_4,192786590.jpg,11,male,8.689,16000,vnd.wave,bmb,bem,Uku ukuboko cipalile kwati kwaba shimapepo abalebapala icupo cabo.,It should be the priest's that's blessing their marriage.
117_0,1675485579.jpg,11,male,8.575,16000,vnd.wave,bem,bem,Shikulu bantu naikata icitabo icikulu.,A man is holding a huge book.
117_1,1675485579.jpg,12,male,7.214,16000,vnd.wave,bem,bmb,Bushe citabo ca shani ici icakula ifi elo finshi alecibomfesha uyu shikulu bantu?,What sort of book is this? It's so big what does he use it for?
117_2,1675485579.jpg,11,male,7.509,16000,vnd.wave,bem,bem,Ici ictabo calembwamo amafunde ayakukonka.,It is a book of rules to follow.
117_3,1675485579.jpg,12,male,5.785,16000,vnd.wave,bem,bmb,Ninshi uyu shitata nomba asalile fye ukwisa funda fye ubushiku?,But did he just choose to come and teach this late?
117_4,1675485579.jpg,11,male,5.671,16000,vnd.wave,bem,bem,Iyo nakalya enshita fye baumfwene fye ukukumana.,"No, they certainly agreed to meet at this time."
118_0,961189263.jpg,11,male,5.808,16000,vnd.wave,bem,bem,Umwana umunono umulumendo aleanga mumatipa.,A little boy is playing in mud.
118_1,961189263.jpg,12,male,10.005,16000,vnd.wave,bem,bmb,Umwana wine naunfwa bwino alemoneka ali ne nsansa. Bushe kwangala mumatipa kulelenga ati omfwe bwino so?,"The boy seems so happy, is it playing with mud that's making him this excited?"
118_2,961189263.jpg,11,male,8.394,16000,vnd.wave,bem,bem,Namusosa umwana natemwa ukwangala mumatipa.,"Yes, you are right, he is very excited to play in mud."
118_3,961189263.jpg,12,male,7.26,16000,vnd.wave,bem,bmb,Bushe ena nomba teshibe ati amenshi aya yafiko yali ne ndoti kuti aambula ubulwele?,Doesn't he know the water is dirty and can make him sick?
118_4,961189263.jpg,11,male,7.418,16000,vnd.wave,bem,bem,Iyo nakalya teshibe nangu panono pantu umwana munya.,"No he doesn't, he is a baby."
119_0,2537601290.jpg,11,male,10.912,16000,vnd.wave,bem,bem,Shikulu bantu alekaka ifyela umupita ishitima.,A man is fixing rails.
119_1,2537601290.jpg,12,male,12.047,16000,vnd.wave,bem,bmb,Ifyela fipitamo ishitima fyaba ifyafina ala fyalilema nomba shitata uyu mwati kuti akwanisha ukukaka palwakwe? ,"These rails look very heavy, will be manage alone?"
119_2,2537601290.jpg,11,male,9.596,16000,vnd.wave,bem,bem,Iyo nakalya ali nababiye abalemwafwa abaliko akatalamukila tabalemonekela.,"No, be has some people helping him at a distance."
119_3,2537601290.jpg,12,male,7.101,16000,vnd.wave,bem,bmb,Nge ci afwele mumatwi na kumutwe cimpompo canshi?,What about those things around his ears and the helmet what are they for?
119_4,2537601290.jpg,11,male,16.221,16000,vnd.wave,bem,bem,Ico afwele icimpompo ku mutwe  cakumucingilila  amasanso elyo ifyo ifili mumatwi fyakumucingilila icongo mu matwi.,The helmet is to protect his head from any injuries and the ear plugs are meant to protect his ears.
11_0,3656030945.jpg,11,male,6.239,16000,vnd.wave,bem,bem,Utubwa utunono baletusambika.,Puppies are being washed.
11_1,3656030945.jpg,12,male,7.26,16000,vnd.wave,bem,bem,"Iminwe ishi ishilemoneka ishileitila utubwa amenshi, bushe sha mulumendo nelyo sha mukashana?",Are the hands washing the puppies male or female?
11_2,3656030945.jpg,11,male,8.144,16000,vnd.wave,bem,bem,Shamukashana kuti mwamwena fye ku maala yali ayalepalepa.,"They are female, it's clear from the long nails."
11_3,3656030945.jpg,12,male,4.492,16000,vnd.wave,bem,bem,Ngomu baletusambila utubwa utu bushe ni mwisa?,Where are these puppies being washed from?
11_4,3656030945.jpg,11,male,6.261,16000,vnd.wave,bem,bem,Baletusambikila muci dishi cakusambilamo na bantu.,From a bath tub that people use.
120_0,2531531628.jpg,11,male,5.762,16000,vnd.wave,bem,bem,Umwana umunono umukashana naikala pamupando wa panse.,A little girl is sited on a chair outside.
120_1,2531531628.jpg,12,male,9.483,16000,vnd.wave,bem,bmb,Ninshi umwana wine uyu afumishe ululimi panse bushe aleumfwa fye bwino ifi fine?,"Why has she stuck her tongue out, is she enjoying this way?"
120_2,2531531628.jpg,11,male,10.549,16000,vnd.wave,bem,bem,Eya mukwai afumishe ululimi panse pa mulandu wakuti natemwa ukwikala pa mupando.,"Yes, she has her tongue out because she's excited to be sited outside on this seat."
120_3,2531531628.jpg,12,male,8.167,16000,vnd.wave,bem,bmb,Bushe uku ukwikele umwana uyu ni ng'anda yabafyashi bakwe olo ni mu musebo fye ekele?,Is this her parent's place or is she just sited on the roadside?
120_4,2531531628.jpg,11,male,10.935,16000,vnd.wave,bem,bem,"Iyo nakalya ni pa ng'anda yabafyashi bakwe tekumusebo fye, nga ali ku musebo nga alifwala insapato ya kumakasa.","No, she's not on the road side but home, if she were on the road side, she would have shoes on."
121_0,2575372856.jpg,11,male,6.942,16000,vnd.wave,bem,bem,Umwaume nabika ifimapofu kumyefu alebeya imyefu.,A man has soap foam on his beards as he shaves.
121_1,2575372856.jpg,12,female,4.151,16000,vnd.wave,bem,bem,Alemoneka uwa nsansa nelyo alebeya imyemfu.,He seems so happy as he shaves.
121_2,2575372856.jpg,11,male,11.116,16000,vnd.wave,bem,bem,Cilemoneka kwati ifi alebomfya ukubeyala imyemfu filekalipa sana pantu nafimusha notuma pumbapumba.,It seems whatever he is using to shave is painful because he has razor bumps.
121_3,2575372856.jpg,12,female,4.855,16000,vnd.wave,bem,bem,Imyemfu shine te shonse alefumya pantu shimbi nashako mumbali.,He is not shaving completely because he has left some hair on the sides.
121_4,2575372856.jpg,11,male,11.842,16000,vnd.wave,bem,bem,Umwaume uyu wine pakubeya imyemfu nabendeka na kanwa pakutila imyemfu shingafuma shonse.,He has even bent his mouth so that he can shave well.
12201_0,3328852290.jpg,11,male,13.884,16000,vnd.wave,bem,bem,Bashitata abengi sana bambi nabekala bali ku maliketi baleshitisha ifintu ifyapusana pusana.,"A number of men, some sited are in a marketplace selling different items."
12201_1,3328852290.jpg,12,male,19.261,16000,vnd.wave,bem,bem,"Aba bshitata batatu bali pa maliketi baleshitisha ifyakulya pamo nga bacilemba, ba tomato elyo nomusalu, kabili balemoneka ukuti nabanaka icine cine pa mulandu wakuposa inshita iikalamba ukushitisha fintu baleshitisha.","The three men are selling food such as beans, tomatoes and other vegetables, and  they seem so tired because of spending so much time selling."
12201_2,3328852290.jpg,11,male,14.656,16000,vnd.wave,bem,bem,Elyo pali aba bashitata bambi beminine fye te bonse kwena abaleshitisha bambi nabekata mu misana shabo bambi bapwenekefye nshishibe ne fyo balelolesha.,"Not all the men however are selling, some are just standing and aimlessly looking at something while holding their waists, I have no idea what they are looking at."
12201_3,3328852290.jpg,12,male,13.612,16000,vnd.wave,bem,bem,Cilepala ukuti iyi emaliketi ikalamba sana kuncende bekalila. Elo pali aba bashitata abengi nabafwala amatoloshi bambi abengi bafwele ifipalile ukuti fitenge.,It seems this is the biggest market in this place. A number of these men are in trousers while others are in African attires (fitenges).
12201_4,3328852290.jpg,11,male,14.792,16000,vnd.wave,bem,bem,Elo pali ababene bashi tata abengi bafwele ifyakufwala ifyabuta kumuulu nomba balemoneka kwati bonse bali ne nsala cilepala kwati tabalile,"Many of these men are dressed in white on top but they look so hungry, it's like they haven't eaten."
12202_0,2482588693.jpg,11,male,13.521,16000,vnd.wave,bem,bem,Abalumendo babili bacitile kwati nabafukama elyo baimya ukuboko kumo mu muulu kumbi kuliko munshiko panono elyo balelolesha mu muulu,Two young have each put one hand in the air then the other on a bottle top and they are facing the sky.
12202_1,2482588693.jpg,12,male,13.589,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12202_2,2482588693.jpg,11,male,12.342,16000,vnd.wave,bem,bem,Nomba nga cakutila walilolekeshe pali ici cikope finshi ulemona bushe iyi incende ilemoneka shani?,"What are you seeing on this picture, how does this place look like?"
12202_3,2482588693.jpg,12,male,12.659,16000,vnd.wave,bem,bem,Kwena ici icikope naciwama icine cine kabili ne ncende baliko ilemoneka iyayemba kabili icikulwa icili kunuma yabo cilemoneka icakulwa bwino icine cine.,"This is a beautiful picture and the place is lovely, the building behind them too is well built."
12202_4,2482588693.jpg,11,male,13.748,16000,vnd.wave,bem,bem,"Cishinka naulungika emulandu wine balemonekela abansansa pantu ne cikulwa baliko cisuma, incende ilemoneka iyayemba bwino sana.","Yes you are right, that is why they look so happy because even the building they are in is beautiful, indeed this is a very nice place."
12203_0,2848571082.jpg,11,male,8.938,16000,vnd.wave,bem,bem,Imbwa iya yemba bwino sana ili palubansa lwa ng'anda ileangala.,A very nice dog is playing outside a house.
12203_1,2848571082.jpg,12,male,18.762,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12203_2,2848571082.jpg,11,male,16.403,16000,vnd.wave,bem,bem,Elyo iyi ine imbwa ilemoneka iya yemba bwino sana amasako yayako yantu yafita kabili yabeka. Naitoloka naikwata nacimo ku kanwa icapala umupila.,This is a very pretty dog with black and shiny fur. It has jumped has something like a ball stuck to it's mouth.
12203_3,2848571082.jpg,12,male,14.066,16000,vnd.wave,bem,bem,Ala iyi imbwa yalisalapuka icine cine kabili naitoloka naikwata no mupila kukanwa kaiko. Ala we mbwa wee walicenjela,This dog is so cleaver and it has something like a ball on its mouth. Indeed it is cleaver.
12203_4,2848571082.jpg,11,male,12.092,16000,vnd.wave,bem,bem,Cishinka cilemoneka kwati umwine uwaiteka alibikako amano mukuisambilisha ifya kutoloka kumona fye fintu itolweke,Its true and its looks like the dogs owner knows how to teach his dog you can just see from the way the dog has jumped.
12204_0,6223093296.jpg,11,male,12.455,16000,vnd.wave,bem,bem,Umulumendo ali pali bemba uwapabuka sana aleanga icangalo icakushelemuka ukubonfya imbao iyapapatala,A young man is on sea playing with his surfing board.
12204_1,6223093296.jpg,12,male,15.2,16000,vnd.wave,bem,bem,Wee bemba umukalamba ee kabili alemoneka bwino sana elo amenshi yalemoneka ayayemba icine cine kabili umulumendo naima pamulandu wa kuti bemba acimwimya,What a big beautful sea it is and a young is way up high on his surf board.
12204_2,6223093296.jpg,11,male,12.5,16000,vnd.wave,bem,bem,"Elyo uyu wine shitata na fwala ne cimpompo ku mutwe icakumucingilisha, kabili nafwala na kaputula iya makumbi makumbi mwapita nefyakashika",This same old man is putting on an helmet for protection and is also putting on a blue short with red stips.
