image	image_id	audio_id	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang
104_3	4958945147.jpg	"104_3_02_210929-121925_bem_b21_elicit_1.wav
"	12	male	9.46	16000	vnd.wave	bem	bmb
104_4	4958945147.jpg	"104_4_01_210929-122023_bem_81c_elicit_2.wav
"	11	male	11.706	16000	vnd.wave	bem	bem
105_0	128396207.jpg	"105_0_01_210929-122316_bem_81c_elicit_0.wav
"	11	male	5.649	16000	vnd.wave	bem	bem
105_1	128396207.jpg	"105_1_02_210929-122157_bem_b21_elicit_0.wav
"	12	male	12.863	16000	vnd.wave	bem	bmb
105_2	128396207.jpg	"105_2_01_210929-122316_bem_81c_elicit_1.wav
"	11	male	9.392	16000	vnd.wave	bem	bem
105_3	128396207.jpg	"105_3_02_210929-122157_bem_b21_elicit_1.wav
"	12	male	9.143	16000	vnd.wave	bem	bmb
105_4	128396207.jpg	"105_4_01_210929-122316_bem_81c_elicit_2.wav
"	11	male	8.78	16000	vnd.wave	bem	bem
106_0	4393476043.jpg	"106_0_01_210929-122721_bem_81c_elicit_0.wav
"	11	male	8.938	16000	vnd.wave	bem	bem
106_1	4393476043.jpg	"106_1_02_210929-122557_bem_b21_elicit_0.wav
"	12	male	15.246	16000	vnd.wave	bem	bmb
106_2	4393476043.jpg	"106_2_01_210929-122721_bem_81c_elicit_1.wav
"	11	male	6.375	16000	vnd.wave	bem	bem
106_3	4393476043.jpg	"106_3_02_210929-122557_bem_b21_elicit_1.wav
"	12	male	9.506	16000	vnd.wave	bem	bmb
106_4	4393476043.jpg	"106_4_01_210929-122721_bem_81c_elicit_2.wav
"	11	male	8.938	16000	vnd.wave	bem	bem
107_0	6563243819.jpg	"107_0_01_210929-123045_bem_81c_elicit_0.wav
"	11	male	8.78	16000	vnd.wave	bem	bem
107_1	6563243819.jpg	"107_1_02_210929-123200_bem_b21_elicit_0.wav
"	12	male	7.373	16000	vnd.wave	bem	bmb
107_2	6563243819.jpg	"107_2_01_210929-123045_bem_81c_elicit_1.wav
"	11	male	7.781	16000	vnd.wave	bem	bem
107_3	6563243819.jpg	"107_3_02_210929-123200_bem_b21_elicit_1.wav
"	12	male	10.073	16000	vnd.wave	bem	bmb
107_4	6563243819.jpg	"107_4_01_210929-123045_bem_81c_elicit_2.wav
"	11	male	6.965	16000	vnd.wave	bem	bem
108_0	2454923455.jpg	"108_0_01_210929-123454_bem_81c_elicit_0.wav
"	11	male	5.127	16000	vnd.wave	bem	bem
108_1	2454923455.jpg	"108_1_02_210929-123335_bem_b21_elicit_0.wav
"	12	male	12.387	16000	vnd.wave	bem	bmb
108_2	2454923455.jpg	"108_2_01_210929-123454_bem_81c_elicit_1.wav
"	11	male	10.413	16000	vnd.wave	bem	bem
108_3	2454923455.jpg	"108_3_02_210929-123335_bem_b21_elicit_1.wav
"	12	male	10.164	16000	vnd.wave	bem	bmb
108_4	2454923455.jpg	"108_4_01_210929-123454_bem_81c_elicit_2.wav
"	11	male	7.055	16000	vnd.wave	bem	bem
109_0	3472331684.jpg	"109_0_01_210929-123730_bem_81c_elicit_0.wav
"	11	male	10.05	16000	vnd.wave	bem	bem
109_1	3472331684.jpg	"109_1_02_210929-123603_bem_b21_elicit_0.wav
"	12	male	6.647	16000	vnd.wave	bem	bmb
109_2	3472331684.jpg	"109_2_01_210929-123730_bem_81c_elicit_1.wav
"	11	male	9.574	16000	vnd.wave	bem	bem
109_3	3472331684.jpg	"109_3_02_210929-123603_bem_b21_elicit_1.wav
"	12	male	6.874	16000	vnd.wave	bem	bmb
109_4	3472331684.jpg	"109_4_01_210929-123730_bem_81c_elicit_2.wav
"	11	male	8.802	16000	vnd.wave	bem	bem
10_0	4766164677.jpg	"10_0_01_210926-153117_bem_72c_elicit_0.wav
"	11	male	6.76	16000	vnd.wave	bem	bem
10_1	4766164677.jpg	"10_1_02_210926-153130_bem_81c_elicit_0.wav
"	12	male	7.509	16000	vnd.wave	bem	bem
10_2	4766164677.jpg	"10_2_01_210926-153117_bem_72c_elicit_1.wav
"	11	male	10.368	16000	vnd.wave	bem	bem
10_3	4766164677.jpg	"10_3_02_210926-153130_bem_81c_elicit_1.wav
"	12	male	6.738	16000	vnd.wave	bem	bem
10_4	4766164677.jpg	"10_4_01_210926-153117_bem_72c_elicit_2.wav
"	11	male	12.614	16000	vnd.wave	bem	bem
110_0	66077389.jpg	"110_0_01_210929-124002_bem_81c_elicit_0.wav
"	11	male	8.598	16000	vnd.wave	bem	bem
110_1	66077389.jpg	"110_1_02_210929-123839_bem_b21_elicit_0.wav
"	12	male	12.387	16000	vnd.wave	bem	bmb
110_2	66077389.jpg	"110_2_01_210929-124002_bem_81c_elicit_1.wav
"	11	male	8.235	16000	vnd.wave	bem	bem
110_3	66077389.jpg	"110_3_02_210929-123839_bem_b21_elicit_1.wav
"	12	male	12.319	16000	vnd.wave	bem	bmb
110_4	66077389.jpg	"110_4_01_210929-124002_bem_81c_elicit_2.wav
"	11	male	9.347	16000	vnd.wave	bem	bem
111_0	3060537675.jpg	"111_0_01_210929-124314_bem_81c_elicit_0.wav
"	11	male	5.581	16000	vnd.wave	bem	bem
111_1	3060537675.jpg	"111_1_02_210929-124238_bem_b21_elicit_0.wav
"	12	male	11.661	16000	vnd.wave	bem	bmb
111_2	3060537675.jpg	"111_2_01_210929-124314_bem_81c_elicit_1.wav
"	11	male	7.237	16000	vnd.wave	bem	bem
111_3	3060537675.jpg	"111_3_02_210929-124238_bem_b21_elicit_1.wav
"	12	male	9.211	16000	vnd.wave	bem	bmb
111_4	3060537675.jpg	"111_4_01_210929-124314_bem_81c_elicit_2.wav
"	11	male	8.984	16000	vnd.wave	bem	bem
112_0	4692226909.jpg	"112_0_01_210929-124441_bem_81c_elicit_0.wav
"	11	male	7.827	16000	vnd.wave	bem	bem
112_1	4692226909.jpg	"112_1_02_210929-124357_bem_b21_elicit_0.wav
"	12	male	11.026	16000	vnd.wave	bem	bmb
112_2	4692226909.jpg	"112_2_01_210929-124441_bem_81c_elicit_1.wav
"	11	male	10.027	16000	vnd.wave	bem	bem
112_3	4692226909.jpg	"112_3_02_210929-124357_bem_b21_elicit_1.wav
"	12	male	10.436	16000	vnd.wave	bem	bmb
112_4	4692226909.jpg	"112_4_01_210929-124441_bem_81c_elicit_2.wav
"	11	male	10.731	16000	vnd.wave	bem	bem
113_0	4738563006.jpg	"113_0_01_210929-124713_bem_81c_elicit_0.wav
"	11	male	6.783	16000	vnd.wave	bem	bem
113_1	4738563006.jpg	"113_1_02_210929-124621_bem_b21_elicit_0.wav
"	12	male	8.19	16000	vnd.wave	bem	bmb
113_2	4738563006.jpg	"113_2_01_210929-124713_bem_81c_elicit_1.wav
"	11	male	7.759	16000	vnd.wave	bem	bem
113_3	4738563006.jpg	"113_3_02_210929-124621_bem_b21_elicit_1.wav
"	12	male	11.661	16000	vnd.wave	bem	bmb
113_4	4738563006.jpg	"113_4_01_210929-124713_bem_81c_elicit_2.wav
"	11	male	8.848	16000	vnd.wave	bem	bem
114_0	5004253043.jpg	"114_0_01_210929-125126_bem_81c_elicit_0.wav
"	11	male	8.031	16000	vnd.wave	bem	bem
114_1	5004253043.jpg	"114_1_02_210929-125117_bem_b21_elicit_0.wav
"	12	male	5.49	16000	vnd.wave	bem	bmb
114_2	5004253043.jpg	"114_2_01_210929-125126_bem_81c_elicit_1.wav
"	11	male	10.98	16000	vnd.wave	bem	bem
114_3	5004253043.jpg	"114_3_02_210929-125117_bem_b21_elicit_1.wav
"	12	male	7.872	16000	vnd.wave	bem	bmb
114_4	5004253043.jpg	"114_4_01_210929-125126_bem_81c_elicit_2.wav
"	11	male	13.567	16000	vnd.wave	bem	bem
115_0	349889354.jpg	"115_0_01_210929-125328_bem_81c_elicit_0.wav
"	11	male	6.534	16000	vnd.wave	bem	bem
115_1	349889354.jpg	"115_1_02_210929-125233_bem_b21_elicit_0.wav
"	12	male	10.958	16000	vnd.wave	bem	bmb
115_2	349889354.jpg	"115_2_01_210929-125328_bem_81c_elicit_1.wav
"	11	male	11.752	16000	vnd.wave	bem	bem
115_3	349889354.jpg	"115_3_02_210929-125233_bem_b21_elicit_1.wav
"	12	male	7.691	16000	vnd.wave	bem	bmb
115_4	349889354.jpg	"115_4_01_210929-125328_bem_81c_elicit_2.wav
"	11	male	7.94	16000	vnd.wave	bem	bem
116_0	192786590.jpg	"116_0_01_210929-143752_bmb_b21_elicit_0.wav
"	11	male	7.191	16000	vnd.wave	bmb	bem
116_1	192786590.jpg	"116_1_02_210929-125503_bem_b21_elicit_0.wav
"	12	male	9.347	16000	vnd.wave	bem	bmb
116_2	192786590.jpg	"116_2_01_210929-143752_bmb_b21_elicit_1.wav
"	11	male	9.324	16000	vnd.wave	bmb	bem
116_3	192786590.jpg	"116_3_02_210929-125503_bem_b21_elicit_1.wav
"	12	male	8.553	16000	vnd.wave	bem	bmb
116_4	192786590.jpg	"116_4_01_210929-143752_bmb_b21_elicit_2.wav
"	11	male	8.689	16000	vnd.wave	bmb	bem
117_0	1675485579.jpg	"117_0_01_210929-142249_bem_81c_elicit_0.wav
"	11	male	8.575	16000	vnd.wave	bem	bem
117_1	1675485579.jpg	"117_1_02_210929-142140_bem_b21_elicit_0.wav
"	12	male	7.214	16000	vnd.wave	bem	bmb
117_2	1675485579.jpg	"117_2_01_210929-142249_bem_81c_elicit_1.wav
"	11	male	7.509	16000	vnd.wave	bem	bem
117_3	1675485579.jpg	"117_3_02_210929-142140_bem_b21_elicit_1.wav
"	12	male	5.785	16000	vnd.wave	bem	bmb
117_4	1675485579.jpg	"117_4_01_210929-142249_bem_81c_elicit_2.wav
"	11	male	5.671	16000	vnd.wave	bem	bem
118_0	961189263.jpg	"118_0_01_210929-142430_bem_81c_elicit_0.wav
"	11	male	5.808	16000	vnd.wave	bem	bem
118_1	961189263.jpg	"118_1_02_210929-142337_bem_b21_elicit_0.wav
"	12	male	10.005	16000	vnd.wave	bem	bmb
118_2	961189263.jpg	"118_2_01_210929-142430_bem_81c_elicit_1.wav
"	11	male	8.394	16000	vnd.wave	bem	bem
118_3	961189263.jpg	"118_3_02_210929-142337_bem_b21_elicit_1.wav
"	12	male	7.26	16000	vnd.wave	bem	bmb
118_4	961189263.jpg	"118_4_01_210929-142430_bem_81c_elicit_2.wav
"	11	male	7.418	16000	vnd.wave	bem	bem
119_0	2537601290.jpg	"119_0_01_210929-142602_bem_81c_elicit_0.wav
"	11	male	10.912	16000	vnd.wave	bem	bem
119_1	2537601290.jpg	"119_1_02_210929-142642_bem_b21_elicit_0.wav
"	12	male	12.047	16000	vnd.wave	bem	bmb
119_2	2537601290.jpg	"119_2_01_210929-142602_bem_81c_elicit_1.wav
"	11	male	9.596	16000	vnd.wave	bem	bem
119_3	2537601290.jpg	"119_3_02_210929-142642_bem_b21_elicit_1.wav
"	12	male	7.101	16000	vnd.wave	bem	bmb
119_4	2537601290.jpg	"119_4_01_210929-142602_bem_81c_elicit_2.wav
"	11	male	16.221	16000	vnd.wave	bem	bem
11_0	3656030945.jpg	"11_0_01_210926-153501_bem_72c_elicit_0.wav
"	11	male	6.239	16000	vnd.wave	bem	bem
11_1	3656030945.jpg	"11_1_02_210926-153515_bem_81c_elicit_0.wav
"	12	male	7.26	16000	vnd.wave	bem	bem
11_2	3656030945.jpg	"11_2_01_210926-153501_bem_72c_elicit_1.wav
"	11	male	8.144	16000	vnd.wave	bem	bem
11_3	3656030945.jpg	"11_3_02_210926-153515_bem_81c_elicit_1.wav
"	12	male	4.492	16000	vnd.wave	bem	bem
11_4	3656030945.jpg	"11_4_01_210926-153501_bem_72c_elicit_2.wav
"	11	male	6.261	16000	vnd.wave	bem	bem
120_0	2531531628.jpg	"120_0_01_210929-142851_bem_81c_elicit_0.wav
"	11	male	5.762	16000	vnd.wave	bem	bem
120_1	2531531628.jpg	"120_1_02_210929-142734_bem_b21_elicit_0.wav
"	12	male	9.483	16000	vnd.wave	bem	bmb
120_2	2531531628.jpg	"120_2_01_210929-142851_bem_81c_elicit_1.wav
"	11	male	10.549	16000	vnd.wave	bem	bem
120_3	2531531628.jpg	"120_3_02_210929-142734_bem_b21_elicit_1.wav
"	12	male	8.167	16000	vnd.wave	bem	bmb
120_4	2531531628.jpg	"120_4_01_210929-142851_bem_81c_elicit_2.wav
"	11	male	10.935	16000	vnd.wave	bem	bem
121_0	2575372856.jpg	"121_0_01_210927-162539_bem_dcc_elicit_0.wav
"	11	male	6.942	16000	vnd.wave	bem	bem
121_1	2575372856.jpg	"121_1_02_210927-161611_bem_9d4_elicit_0.wav
"	12	female	4.151	16000	vnd.wave	bem	bem
121_2	2575372856.jpg	"121_2_01_210927-162539_bem_dcc_elicit_1.wav
"	11	male	11.116	16000	vnd.wave	bem	bem
121_3	2575372856.jpg	"121_3_02_210927-161611_bem_9d4_elicit_1.wav
"	12	female	4.855	16000	vnd.wave	bem	bem
121_4	2575372856.jpg	"121_4_01_210927-162539_bem_dcc_elicit_2.wav
"	11	male	11.842	16000	vnd.wave	bem	bem
12201_0	3328852290.jpg	"12201_0_01_211021-125729_bem_dcc_elicit_0.wav
"	11	male	13.884	16000	vnd.wave	bem	bem
12201_1	3328852290.jpg	"12201_1_02_211021-125604_bem_142_elicit_0.wav
"	12	male	19.261	16000	vnd.wave	bem	bem
12201_2	3328852290.jpg	"12201_2_01_211021-125729_bem_dcc_elicit_1.wav
"	11	male	14.656	16000	vnd.wave	bem	bem
12201_3	3328852290.jpg	"12201_3_02_211021-125604_bem_142_elicit_1.wav
"	12	male	13.612	16000	vnd.wave	bem	bem
12201_4	3328852290.jpg	"12201_4_01_211021-125729_bem_dcc_elicit_2.wav
"	11	male	14.792	16000	vnd.wave	bem	bem
12202_0	2482588693.jpg	"12202_0_01_211021-131528_bem_dcc_elicit_0.wav
"	11	male	13.521	16000	vnd.wave	bem	bem
12202_1	2482588693.jpg	"12202_1_02_211021-131538_bem_142_elicit_0.wav
"	12	male	13.589	16000	vnd.wave	bem	bem
12202_2	2482588693.jpg	"12202_2_01_211021-131528_bem_dcc_elicit_1.wav
"	11	male	12.342	16000	vnd.wave	bem	bem
12202_3	2482588693.jpg	"12202_3_02_211021-131538_bem_142_elicit_1.wav
"	12	male	12.659	16000	vnd.wave	bem	bem
12202_4	2482588693.jpg	"12202_4_01_211021-131528_bem_dcc_elicit_2.wav
"	11	male	13.748	16000	vnd.wave	bem	bem
12203_0	2848571082.jpg	"12203_0_01_211021-132330_bem_dcc_elicit_0.wav
"	11	male	8.938	16000	vnd.wave	bem	bem
12203_1	2848571082.jpg	"12203_1_02_211021-132341_bem_142_elicit_0.wav
"	12	male	18.762	16000	vnd.wave	bem	bem
12203_2	2848571082.jpg	"12203_2_01_211021-132330_bem_dcc_elicit_1.wav
"	11	male	16.403	16000	vnd.wave	bem	bem
12203_3	2848571082.jpg	"12203_3_02_211021-132341_bem_142_elicit_1.wav
"	12	male	14.066	16000	vnd.wave	bem	bem
12203_4	2848571082.jpg	"12203_4_01_211021-132330_bem_dcc_elicit_2.wav
"	11	male	12.092	16000	vnd.wave	bem	bem
12204_0	6223093296.jpg	"12204_0_01_211021-132939_bem_dcc_elicit_0.wav
"	11	male	12.455	16000	vnd.wave	bem	bem
12204_1	6223093296.jpg	"12204_1_02_211021-134220_bem_142_elicit_0.wav
"	12	male	15.2	16000	vnd.wave	bem	bem
12204_2	6223093296.jpg	"12204_2_01_211021-132939_bem_dcc_elicit_1.wav
"	11	male	12.5	16000	vnd.wave	bem	bem
12204_3	6223093296.jpg	"12204_3_02_211021-134220_bem_142_elicit_1.wav
"	12	male	17.855	16000	vnd.wave	bem	bem
12204_4	6223093296.jpg	"12204_4_01_211021-132939_bem_dcc_elicit_2.wav
"	11	male	14.565	16000	vnd.wave	bem	bem
12205_0	3423225860.jpg	"12205_0_01_211021-134707_bem_dcc_elicit_0.wav
"	11	male	13.068	16000	vnd.wave	bem	bem
12205_1	3423225860.jpg	"12205_1_02_211021-134718_bem_142_elicit_0.wav
"	12	male	15.404	16000	vnd.wave	bem	bem
12205_2	3423225860.jpg	"12205_2_01_211021-134707_bem_dcc_elicit_1.wav
"	11	male	12.682	16000	vnd.wave	bem	bem
12205_3	3423225860.jpg	"12205_3_02_211021-134718_bem_142_elicit_1.wav
"	12	male	16.017	16000	vnd.wave	bem	bem
12205_4	3423225860.jpg	"12205_4_01_211021-134707_bem_dcc_elicit_2.wav
"	11	male	14.361	16000	vnd.wave	bem	bem
12206_0	1505686764.jpg	"12206_0_01_211021-140440_bem_dcc_elicit_0.wav
"	11	male	8.28	16000	vnd.wave	bem	bem
12206_1	1505686764.jpg	"12206_1_02_211021-140328_bem_142_elicit_0.wav
"	12	male	13.748	16000	vnd.wave	bem	bem
12206_2	1505686764.jpg	"12206_2_01_211021-140440_bem_dcc_elicit_1.wav
"	11	male	13.862	16000	vnd.wave	bem	bem
12206_3	1505686764.jpg	"12206_3_02_211021-140328_bem_142_elicit_1.wav
"	12	male	13.612	16000	vnd.wave	bem	bem
12206_4	1505686764.jpg	"12206_4_01_211021-140440_bem_dcc_elicit_2.wav
"	11	male	12.999	16000	vnd.wave	bem	bem
12207_0	2339273772.jpg	"12207_0_01_211021-140900_bem_dcc_elicit_0.wav
"	11	male	12.841	16000	vnd.wave	bem	bem
12207_1	2339273772.jpg	"12207_1_02_211021-140911_bem_142_elicit_0.wav
"	12	male	13.725	16000	vnd.wave	bem	bem
12207_2	2339273772.jpg	"12207_2_01_211021-140900_bem_dcc_elicit_1.wav
"	11	male	13.453	16000	vnd.wave	bem	bem
12207_3	2339273772.jpg	"12207_3_02_211021-140911_bem_142_elicit_1.wav
"	12	male	13.431	16000	vnd.wave	bem	bem
12207_4	2339273772.jpg	"12207_4_01_211021-140900_bem_dcc_elicit_2.wav
"	11	male	16.72	16000	vnd.wave	bem	bem
12208_0	193225278.jpg	"12208_0_01_211021-141304_bem_dcc_elicit_0.wav
"	11	male	13.113	16000	vnd.wave	bem	bem
12208_1	193225278.jpg	"12208_1_02_211021-141448_bem_142_elicit_0.wav
"	12	male	13.09	16000	vnd.wave	bem	bem
12208_2	193225278.jpg	"12208_2_01_211021-141304_bem_dcc_elicit_1.wav
"	11	male	14.202	16000	vnd.wave	bem	bem
12208_3	193225278.jpg	"12208_3_02_211021-141448_bem_142_elicit_1.wav
"	12	male	14.52	16000	vnd.wave	bem	bem
12208_4	193225278.jpg	"12208_4_01_211021-141304_bem_dcc_elicit_2.wav
"	11	male	13.839	16000	vnd.wave	bem	bem
12209_0	449233992.jpg	"12209_0_01_211021-141958_bem_dcc_elicit_0.wav
"	11	male	12.5	16000	vnd.wave	bem	bem
12209_1	449233992.jpg	"12209_1_02_211021-141909_bem_142_elicit_0.wav
"	12	male	10.64	16000	vnd.wave	bem	bem
12209_2	449233992.jpg	"12209_2_01_211021-141958_bem_dcc_elicit_1.wav
"	11	male	12.818	16000	vnd.wave	bem	bem
12209_3	449233992.jpg	"12209_3_02_211021-141909_bem_142_elicit_1.wav
"	12	male	12.523	16000	vnd.wave	bem	bem
12209_4	449233992.jpg	"12209_4_01_211021-141958_bem_dcc_elicit_2.wav
"	11	male	13.794	16000	vnd.wave	bem	bem
12210_0	483925806.jpg	"12210_0_01_211021-142436_bem_dcc_elicit_0.wav
"	11	male	11.502	16000	vnd.wave	bem	bem
12210_1	483925806.jpg	"12210_1_02_211021-142450_bem_142_elicit_0.wav
"	12	male	12.705	16000	vnd.wave	bem	bem
12210_2	483925806.jpg	"12210_2_01_211021-142436_bem_dcc_elicit_1.wav
"	11	male	13.317	16000	vnd.wave	bem	bem
12210_3	483925806.jpg	"12210_3_02_211021-142450_bem_142_elicit_1.wav
"	12	male	12.909	16000	vnd.wave	bem	bem
12210_4	483925806.jpg	"12210_4_01_211021-142436_bem_dcc_elicit_2.wav
"	11	male	13.272	16000	vnd.wave	bem	bem
12211_0	265528702.jpg	"12211_0_01_211021-143143_bem_dcc_elicit_0.wav
"	11	male	12.364	16000	vnd.wave	bem	bem
12211_1	265528702.jpg	"12211_1_02_211021-142821_bem_142_elicit_0.wav
"	12	male	13.68	16000	vnd.wave	bem	bem
12211_2	265528702.jpg	"12211_2_01_211021-143143_bem_dcc_elicit_1.wav
"	11	male	14.383	16000	vnd.wave	bem	bem
12211_3	265528702.jpg	"12211_3_02_211021-142821_bem_142_elicit_1.wav
"	12	male	15.177	16000	vnd.wave	bem	bem
12211_4	265528702.jpg	"12211_4_01_211021-143143_bem_dcc_elicit_2.wav
"	11	male	10.436	16000	vnd.wave	bem	bem
12212_0	2255375425.jpg	"12212_0_01_211021-143535_bem_dcc_elicit_0.wav
"	11	male	12.41	16000	vnd.wave	bem	bem
12212_1	2255375425.jpg	"12212_1_02_211021-143546_bem_142_elicit_0.wav
"	12	male	14.724	16000	vnd.wave	bem	bem
12212_2	2255375425.jpg	"12212_2_01_211021-143535_bem_dcc_elicit_1.wav
"	11	male	15.041	16000	vnd.wave	bem	bem
12212_3	2255375425.jpg	"12212_3_02_211021-143546_bem_142_elicit_1.wav
"	12	male	13.521	16000	vnd.wave	bem	bem
12212_4	2255375425.jpg	"12212_4_01_211021-143535_bem_dcc_elicit_2.wav
"	11	male	14.701	16000	vnd.wave	bem	bem
12213_0	3968045166.jpg	"12213_0_01_211021-143853_bem_dcc_elicit_0.wav
"	11	male	8.326	16000	vnd.wave	bem	bem
12213_1	3968045166.jpg	"12213_1_02_211021-143908_bem_142_elicit_0.wav
"	12	male	9.551	16000	vnd.wave	bem	bem
12213_2	3968045166.jpg	"12213_2_01_211021-143853_bem_dcc_elicit_1.wav
"	11	male	8.212	16000	vnd.wave	bem	bem
12213_3	3968045166.jpg	"12213_3_02_211021-143908_bem_142_elicit_1.wav
"	12	male	11.842	16000	vnd.wave	bem	bem
12213_4	3968045166.jpg	"12213_4_01_211021-143853_bem_dcc_elicit_2.wav
"	11	male	10.753	16000	vnd.wave	bem	bem
12214_0	364282261.jpg	"12214_0_01_211021-144143_bem_dcc_elicit_0.wav
"	11	male	10.958	16000	vnd.wave	bem	bem
12214_1	364282261.jpg	"12214_1_02_211021-144153_bem_142_elicit_0.wav
"	12	male	10.572	16000	vnd.wave	bem	bem
12214_2	364282261.jpg	"12214_2_01_211021-144143_bem_dcc_elicit_1.wav
"	11	male	9.12	16000	vnd.wave	bem	bem
12214_3	364282261.jpg	"12214_3_02_211021-144153_bem_142_elicit_1.wav
"	12	male	14.588	16000	vnd.wave	bem	bem
12214_4	364282261.jpg	"12214_4_01_211021-144143_bem_dcc_elicit_2.wav
"	11	male	10.3	16000	vnd.wave	bem	bem
12215_0	4829125933.jpg	"12215_0_01_211021-144409_bem_dcc_elicit_0.wav
"	11	male	10.89	16000	vnd.wave	bem	bem
12215_1	4829125933.jpg	"12215_1_02_211021-144417_bem_142_elicit_0.wav
"	12	male	11.003	16000	vnd.wave	bem	bem
12215_2	4829125933.jpg	"12215_2_01_211021-144409_bem_dcc_elicit_1.wav
"	11	male	11.57	16000	vnd.wave	bem	bem
12215_3	4829125933.jpg	"12215_3_02_211021-144417_bem_142_elicit_1.wav
"	12	male	14.202	16000	vnd.wave	bem	bem
12215_4	4829125933.jpg	"12215_4_01_211021-144409_bem_dcc_elicit_2.wav
"	11	male	13.136	16000	vnd.wave	bem	bem
12216_0	532241548.jpg	"12216_0_01_211021-144654_bem_dcc_elicit_0.wav
"	11	male	13.657	16000	vnd.wave	bem	bem
12216_1	532241548.jpg	"12216_1_02_211021-145141_bem_142_elicit_0.wav
"	12	male	11.116	16000	vnd.wave	bem	bem
12216_2	532241548.jpg	"12216_2_01_211021-144654_bem_dcc_elicit_1.wav
"	11	male	14.202	16000	vnd.wave	bem	bem
12216_3	532241548.jpg	"12216_3_02_211021-145141_bem_142_elicit_1.wav
"	12	male	13.226	16000	vnd.wave	bem	bem
12216_4	532241548.jpg	"12216_4_01_211021-144654_bem_dcc_elicit_2.wav
"	11	male	11.797	16000	vnd.wave	bem	bem
12217_0	2427490900.jpg	"12217_0_01_211021-145515_bem_dcc_elicit_0.wav
"	11	male	9.937	16000	vnd.wave	bem	bem
12217_1	2427490900.jpg	"12217_1_02_211021-145522_bem_142_elicit_0.wav
"	12	male	12.183	16000	vnd.wave	bem	bem
12217_2	2427490900.jpg	"12217_2_01_211021-145515_bem_dcc_elicit_1.wav
"	11	male	16.539	16000	vnd.wave	bem	bem
12217_3	2427490900.jpg	"12217_3_02_211021-145522_bem_142_elicit_1.wav
"	12	male	12.75	16000	vnd.wave	bem	bem
12217_4	2427490900.jpg	"12217_4_01_211021-145515_bem_dcc_elicit_2.wav
"	11	male	13.521	16000	vnd.wave	bem	bem
